-628505 -1119995 476.20000
-628405 -1119995 460.00000
-628305 -1119995 454.80000
-628205 -1119995 450.00000
-628105 -1119995 450.80000
-628005 -1119995 450.20000
-627905 -1119995 449.30000
-627805 -1119995 448.60000
-627705 -1119995 443.60000
-627605 -1119995 436.20000
-627505 -1119995 442.50000
-627405 -1119995 457.60000
-627305 -1119995 473.00000
-627205 -1119995 481.70000
-627105 -1119995 482.40000
-627005 -1119995 482.30000
-626905 -1119995 493.00000
-626805 -1119995 504.80000
-626705 -1119995 518.60000
-626605 -1119995 525.50000
-626505 -1119995 523.00000
-626405 -1119995 516.90000
-626305 -1119995 510.60000
-626205 -1119995 508.30000
-626105 -1119995 507.10000
-626005 -1119995 503.70000
-625905 -1119995 495.10000
-625805 -1119995 484.80000
-625705 -1119995 472.50000
-625605 -1119995 450.60000
-625505 -1119995 466.80000
-625405 -1119995 488.40000
-625305 -1119995 490.00000
-625205 -1119995 485.00000
-625105 -1119995 485.30000
-625005 -1119995 482.50000
-624905 -1119995 477.00000
-624805 -1119995 474.00000
-624705 -1119995 480.50000
-624605 -1119995 481.90000
-624505 -1119995 479.10000
-624405 -1119995 473.00000
-624305 -1119995 467.60000
-624205 -1119995 472.40000
-624105 -1119995 473.70000
-624005 -1119995 467.90000
-623905 -1119995 461.70000
-623805 -1119995 454.00000
-623705 -1119995 456.10000
-623605 -1119995 460.90000
-623505 -1119995 456.50000
-623405 -1119995 467.80000
-623305 -1119995 476.80000
-623205 -1119995 484.40000
-623105 -1119995 491.20000
-623005 -1119995 494.00000
-622905 -1119995 492.60000
-622805 -1119995 489.50000
-622705 -1119995 477.10000
-622605 -1119995 468.10000
-622505 -1119995 462.50000
-622405 -1119995 456.40000
-622305 -1119995 450.20000
-622205 -1119995 462.10000
-622105 -1119995 466.40000
-622005 -1119995 473.60000
-621905 -1119995 486.90000
-621805 -1119995 492.70000
-621705 -1119995 488.50000
-621605 -1119995 491.50000
-621505 -1119995 494.00000
-621405 -1119995 489.00000
-621305 -1119995 482.10000
-621205 -1119995 482.00000
-621105 -1119995 471.30000
-621005 -1119995 459.30000
-620905 -1119995 453.00000
-620805 -1119995 451.30000
-620705 -1119995 446.00000
-620605 -1119995 466.30000
-620505 -1119995 471.70000
-620405 -1119995 467.50000
-620305 -1119995 471.50000
-620205 -1119995 480.50000
-620105 -1119995 488.20000
-620005 -1119995 493.10000
-619905 -1119995 485.60000
-619805 -1119995 478.00000
-619705 -1119995 480.60000
-619605 -1119995 481.00000
-619505 -1119995 475.40000
-619405 -1119995 478.00000
-619305 -1119995 480.40000
-619205 -1119995 479.90000
-619105 -1119995 479.60000
-619005 -1119995 479.00000
-618905 -1119995 476.80000
-618805 -1119995 480.40000
-618705 -1119995 480.20000
-618605 -1119995 477.40000
-618505 -1119995 476.00000
-618405 -1119995 481.10000
-618305 -1119995 487.00000
-618205 -1119995 488.10000
-618105 -1119995 487.20000
-618005 -1119995 488.00000
-617905 -1119995 490.00000
-617805 -1119995 487.50000
-617705 -1119995 487.20000
-617605 -1119995 487.20000
-617505 -1119995 487.40000
-617405 -1119995 484.20000
-617305 -1119995 482.10000
-617205 -1119995 483.90000
-617105 -1119995 485.10000
-617005 -1119995 484.00000
-616905 -1119995 471.10000
-616805 -1119995 451.70000
-616705 -1119995 439.40000
-616605 -1119995 425.70000
-616505 -1119995 397.00000
-616405 -1119995 363.70000
-616305 -1119995 340.00000
-616205 -1119995 378.90000
-616105 -1119995 422.10000
-616005 -1119995 429.80000
-615905 -1119995 428.70000
-615805 -1119995 429.40000
-615705 -1119995 436.90000
-615605 -1119995 442.80000
-615505 -1119995 433.00000
-615405 -1119995 423.60000
-615305 -1119995 429.90000
-615205 -1119995 446.90000
-615105 -1119995 467.80000
-615005 -1119995 476.50000
-614905 -1119995 491.80000
-614805 -1119995 518.20000
-614705 -1119995 544.20000
-614605 -1119995 545.40000
-614505 -1119995 529.70000
-614405 -1119995 505.70000
-614305 -1119995 477.90000
-614205 -1119995 454.40000
-614105 -1119995 430.60000
-614005 -1119995 394.60000
-613905 -1119995 379.80000
-613805 -1119995 337.30000
-613705 -1119995 351.60000
-613605 -1119995 356.80000
-613505 -1119995 314.80000
-613405 -1119995 279.80000
-613305 -1119995 271.10000
-613205 -1119995 270.00000
-613105 -1119995 290.40000
-613005 -1119995 348.60000
-612905 -1119995 389.90000
-612805 -1119995 434.00000
-612705 -1119995 457.40000
-612605 -1119995 455.20000
-612505 -1119995 442.70000
-612405 -1119995 443.50000
-612305 -1119995 455.00000
-612205 -1119995 466.70000
-612105 -1119995 468.80000
-612005 -1119995 464.60000
-611905 -1119995 465.10000
-611805 -1119995 453.10000
-611705 -1119995 438.70000
-611605 -1119995 420.70000
-611505 -1119995 412.30000
-611405 -1119995 417.40000
-611305 -1119995 396.50000
-611205 -1119995 374.00000
-611105 -1119995 360.30000
-611005 -1119995 371.40000
-610905 -1119995 375.50000
-610805 -1119995 382.30000
-610705 -1119995 384.20000
-610605 -1119995 385.30000
-610505 -1119995 405.50000
-610405 -1119995 418.10000
